Symbol,last_close,med_dollar,active_days,sessions,first,peak,crush,age_years
MCFT,25.14,3334711.68934659,32,32,2016-01-04,37.82,1.5043754972155927,10.620123203285422
MCHI,54.9,129496266.12757337,32,32,2016-01-04,97.19,1.7703096539162113,10.620123203285422
MCHP,78.19,853325576.9438429,32,32,2016-01-04,102.92,1.3162808543291982,10.620123203285422
MCI,18.16,389411.91191637004,32,32,2016-01-04,25.0,1.3766519823788546,10.620123203285422
MCK,869.26,823439831.3135717,32,32,2016-01-04,995.69,1.1454455513885375,10.620123203285422
MCN,5.62,298064.2531644,32,32,2016-01-04,8.54,1.5195729537366547,10.620123203285422
MCO,485.79,384441498.6384462,32,32,2016-01-04,539.61,1.1107886123633668,10.620123203285422
MCRI,123.27,16663804.190260489,32,32,2016-01-04,133.87,1.0859901030258783,10.620123203285422
MCS,29.77,5798291.7866905,32,32,2016-01-04,44.78,1.5041988579106484,10.620123203285422
MCY,106.32,28842932.765907116,32,32,2016-01-04,111.12,1.0451467268623027,10.620123203285422
MD,26.56,18695337.859014735,32,32,2016-01-04,76.29,2.872364457831326,10.620123203285422
MDB,434.62,504506327.1024509,32,32,2017-10-19,585.03,1.3460724310892274,8.829568788501026
MDGL,524.37,155450837.00743508,32,32,2016-07-25,602.83,1.1496271716536035,10.064339493497604
MDIV,16.917,926256.3925170095,32,32,2016-01-04,19.84,1.172784772713838,10.620123203285422
MDLZ,62.66,489488592.99021256,32,32,2016-01-04,78.36,1.2505585700606447,10.620123203285422
MDT,92.09,595197992.9545074,32,32,2016-01-04,135.17,1.4678032359648168,10.620123203285422
MDU,20.44,27245832.555778086,32,32,2016-01-04,22.8,1.1154598825831703,10.620123203285422
MDWD,13.64,943580.23756942,32,32,2016-01-04,63.7,4.670087976539589,10.620123203285422
MDY,704.18,376748328.8599609,32,32,2016-01-04,716.91,1.018077764208015,10.620123203285422
MDYG,111.385,7626574.6332933195,32,32,2016-01-04,113.685,1.0206490999685773,10.620123203285422
MDYV,95.75,7267882.753853951,32,32,2016-01-04,97.39,1.0171279373368147,10.620123203285422
MEAR,50.2,7758061.711348001,32,32,2016-01-04,50.6298,1.0085617529880477,10.620123203285422
MEC,23.28,14806641.22012626,32,32,2019-05-09,37.54,1.6125429553264603,7.277207392197125
MED,11.29,1620536.31408868,32,32,2016-01-04,332.25,29.42869796279894,10.620123203285422
MEDP,590.3,147178867.1502532,32,32,2016-08-11,620.59,1.0513128917499577,10.017796030116358
MEI,16.01,8027281.670789979,32,32,2016-01-04,50.45,3.1511555277951278,10.620123203285422
MELI,1779.14,669548514.2426829,32,32,2016-01-04,2613.63,1.4690412221635172,10.620123203285422
MEOH,57.55,40709925.75742368,32,32,2016-01-04,82.5,1.4335360556038228,10.620123203285422
MESO,16.67,3265207.8814426097,32,32,2021-03-26,21.04,1.2621475704859026,5.3963039014373715
MET,96.73,336629362.7135451,32,32,2016-01-04,99.95,1.0332885350976946,10.620123203285422
METC,11.6,18335612.454834346,32,32,2017-02-03,54.55,4.702586206896552,9.535934291581109
MEXX,27.02,322362.2169109632,32,32,2017-05-03,79.896,2.956920799407846,9.292265571526352
MFA,9.0,12770137.389305323,32,32,2016-01-04,35.48,3.942222222222222,10.620123203285422
MFC,44.03,69321607.0874938,32,32,2016-01-04,44.77,1.0168067226890756,10.620123203285422
MFDX,42.3974,420062.52100587636,32,32,2017-09-06,42.9545,1.013139956695458,8.947296372347708
MFEM,27.9211,301994.7093203074,32,32,2017-09-06,31.4334,1.1257937545440544,8.947296372347708
MFIN,11.33,399339.26537278,32,32,2016-05-11,11.48,1.0132391879964695,10.269678302532512
MFM,5.41,1314732.3427839149,32,32,2016-01-04,7.62,1.4085027726432533,10.620123203285422
MFUS,66.94,476480.43271573994,32,32,2017-09-06,67.6,1.0098595757394682,8.947296372347708
MG,18.2,2635853.02616415,32,32,2016-01-04,26.33,1.4467032967032967,10.620123203285422
MGA,70.27,78519638.29799566,32,32,2016-01-04,103.74,1.476305678098762,10.620123203285422
MGC,281.03,21424855.24833652,32,32,2016-01-04,284.77,1.013308187737964,10.620123203285422
MGEE,81.25,13547725.02136584,32,32,2016-01-04,108.16,1.3312,10.620123203285422
MGM,43.32,103918462.11594592,32,32,2016-01-04,50.9,1.1749769159741459,10.620123203285422
MGMT,51.6483,264449.22938232,32,32,2020-12-03,52.25,1.0116499478201606,5.705681040383299
MGNI,24.53,50799852.68541472,32,32,2020-07-01,61.8,2.519364044027721,6.1300479123887746
MGPI,17.5,2733809.843101925,32,32,2016-01-04,125.5,7.171428571428572,10.620123203285422
MGR,19.6701,377265.05697499996,32,32,2016-01-04,28.4881,1.4482946197528226,10.620123203285422
MGRB,16.18,239964.1402995,32,32,2020-09-29,26.98,1.6674907292954264,5.883641341546886
MGRC,118.88,16886739.13364182,32,32,2016-01-04,130.11,1.0944650067294752,10.620123203285422
MGTX,13.89,6068994.42700434,32,32,2018-06-08,30.01,2.160547156227502,8.19438740588638
MGV,168.29,34936134.4232817,32,32,2016-01-04,168.84,1.0032681680432587,10.620123203285422
MGY,26.9,85039508.61436516,32,32,2018-08-01,32.36,1.2029739776951673,8.046543463381246
MHD,11.52,3344200.7484119004,32,32,2016-01-04,19.15,1.6623263888888888,10.620123203285422
MHF,6.84,369172.26072669995,32,32,2016-01-04,8.71,1.2733918128654973,10.620123203285422
MHK,132.87,86757120.39575458,32,32,2016-01-04,284.82,2.1435990065477535,10.620123203285422
MHO,148.54,31209885.43907512,32,32,2016-01-04,174.92,1.1775952605358826,10.620123203285422
MIDD,114.0,70616039.4936507,32,32,2016-01-04,199.65,1.7513157894736842,10.620123203285422
MIDU,73.7,807748.599726575,32,32,2016-01-04,77.85,1.0563093622795114,10.620123203285422
MILN,45.8095,226548.28644025378,32,32,2016-05-06,50.7158,1.107102238618627,10.283367556468173
MIRM,100.87,62875771.57543765,32,32,2019-07-18,128.57,1.2746108852979081,7.085557837097878
MITK,18.18,11635380.75343311,32,32,2016-01-04,23.03,1.266776677667767,10.620123203285422
MITT,6.65,1108624.1227703202,32,32,2016-01-04,58.98,8.869172932330827,10.620123203285422
MIY,12.5,587092.59268672,32,32,2016-01-04,15.98,1.2784,10.620123203285422
MJ,24.995,631472.9374157868,32,32,2018-02-09,516.12,20.64892978595719,8.5201916495551
MKC,55.28,158579542.515496,32,32,2016-01-04,104.89,1.8974312590448625,10.620123203285422
MKL,1815.09,100618060.24426773,32,32,2016-01-04,2191.9,1.207598521285446,10.620123203285422
MKSI,300.24,379096912.2733198,32,32,2016-01-04,444.8,1.4814814814814814,10.620123203285422
MKTX,162.57,85625788.49715078,32,32,2016-01-04,590.32,3.6311742633942306,10.620123203285422
MLAB,107.94,15327379.955048986,32,32,2016-01-04,332.41,3.0795812488419494,10.620123203285422
MLCO,5.44,10240352.38364307,32,32,2017-04-06,32.75,6.0202205882352935,9.366187542778919
MLM,522.81,285458348.5744122,32,32,2016-01-04,708.11,1.3544308639850042,10.620123203285422
MLN,17.32,2381985.057065,32,32,2016-01-04,22.14,1.2782909930715936,10.620123203285422
MLP,16.11,324434.340613065,32,32,2016-01-04,27.35,1.697703289882061,10.620123203285422
MLPA,56.86,9018423.5606764,32,32,2016-01-04,72.66,1.277875483644038,10.620123203285422
MLPX,76.41,33417914.563432988,32,32,2016-01-04,77.62,1.0158356236094752,10.620123203285422
MLR,56.52,3482461.16829417,32,32,2016-01-04,76.87,1.3600495399858457,10.620123203285422
MMD,15.0,671903.7138895001,32,32,2016-01-04,23.15,1.5433333333333332,10.620123203285422
MMI,31.58,3897314.4179039,32,32,2016-01-04,56.83,1.7995566814439519,10.620123203285422
MMIN,23.59,2113657.129669485,32,32,2017-10-18,27.93,1.1839762611275964,8.83230663928816
MMIT,23.97,5678468.596955279,32,32,2017-10-18,27.03,1.1276595744680853,8.83230663928816
MMM,180.94,494656683.92205983,32,32,2016-01-04,216.2458,1.195124350613463,10.620123203285422
MMS,56.39,34922297.32549615,32,32,2016-01-04,98.93,1.7543890760773189,10.620123203285422
MMSI,89.26,65569297.04697658,32,32,2016-01-04,110.29,1.235603853909926,10.620123203285422
MMTM,307.3674,256699.3316198,32,32,2016-01-04,322.9037,1.0505463494176677,10.620123203285422
MMU,10.19,1198765.63872697,32,32,2016-01-04,15.57,1.5279685966633956,10.620123203285422
MMYT,59.48,44413313.1754227,32,32,2016-01-04,120.46,2.0252185608607935,10.620123203285422
MNA,36.82,578579.2007015443,32,32,2016-01-04,36.85,1.0008147745790332,10.620123203285422
MNDY,88.04,106002365.32146204,32,32,2021-06-10,444.7,5.051113130395274,5.188227241615332
MNPR,119.05,27371895.89119587,32,32,2019-12-19,135.0,1.133977320453591,6.663928815879535
MNRO,11.85,12497938.787983146,32,32,2016-01-04,89.33,7.538396624472574,10.620123203285422
MNSB,25.35,731002.59191656,32,32,2019-04-22,29.68,1.1708086785009861,7.323750855578371
MNSO,10.68,7037693.3484049495,32,32,2020-10-15,34.77,3.2556179775280905,5.839835728952772
MO,65.19,513809652.36473083,32,32,2016-01-04,77.71,1.192053996011658,10.620123203285422
MOAT,111.99,63146932.11546993,32,32,2016-01-04,114.31,1.0207161353692296,10.620123203285422
MOD,200.66,265635478.48541194,32,32,2016-01-04,306.89,1.5294029701983454,10.620123203285422
MOH,203.61,182164901.5330287,32,32,2016-01-04,419.53,2.060458720102156,10.620123203285422
MOMO,5.76,2777581.6970485197,32,32,2016-01-04,53.86,9.350694444444445,10.620123203285422
MOO,81.35,13880190.5512655,32,32,2016-01-04,108.33,1.3316533497234173,10.620123203285422
MORN,208.73,63255974.99197473,32,32,2016-01-04,358.78,1.7188712691036268,10.620123203285422
MORT,9.89,10439238.93057132,32,32,2016-01-04,25.93,2.621840242669363,10.620123203285422
MOS,21.14,155618289.41332814,32,32,2016-01-04,78.15,3.69678334910123,10.620123203285422
MOV,35.36,6579841.314461971,32,32,2016-01-04,53.05,1.5002828054298643,10.620123203285422
MOVE,10.14,723737.56332163,32,32,2021-03-26,996.0,98.22485207100591,5.3963039014373715
MP,56.67,303854684.1309082,32,32,2020-11-18,98.65,1.740779954120346,5.746748802190281
MPA,11.08,219306.0087522,32,32,2016-01-04,17.27,1.5586642599277978,10.620123203285422
MPAA,11.74,1255994.1064086,32,32,2016-01-04,38.32,3.2640545144804087,10.620123203285422
MPB,38.07,5360225.586080001,32,32,2016-01-04,38.54,1.0123456790123457,10.620123203285422
MPC,366.21,675552245.2815511,32,32,2016-01-04,366.21,1.0,10.620123203285422
MPLX,59.36,87072012.88603497,32,32,2016-01-04,60.51,1.0193733153638813,10.620123203285422
MPRO,32.5252,601813.0988,32,32,2021-03-24,32.8674,1.0105210728911738,5.401779603011636
MPV,16.64,236559.5984025,32,32,2016-01-04,20.67,1.2421875,10.620123203285422
MPWR,1333.18,1069309334.6599455,32,32,2016-01-04,1689.89,1.2675632697760242,10.620123203285422
MQY,11.15,3906992.9987549447,32,32,2016-01-04,17.64,1.5820627802690583,10.620123203285422
MRAM,18.45,17416313.316666976,32,32,2016-10-07,44.01,2.3853658536585365,9.86173853524983
MRBK,20.02,1730142.33016544,32,32,2021-03-26,20.71,1.0344655344655345,5.3963039014373715
MRCY,105.0,54700796.26500183,32,32,2016-01-04,126.21,1.202,10.620123203285422
MRK,135.17,1026507094.6480643,32,32,2016-01-04,135.97,1.0059184730339574,10.620123203285422
MRNA,62.96,299103233.1616206,32,32,2018-12-07,484.47,7.6948856416772555,7.696098562628337
MRSK,39.73,549785.0570308899,32,32,2020-06-25,40.02,1.0072992700729928,6.146475017111568
MRTN,14.9,9650663.467321008,32,32,2016-01-04,23.38,1.5691275167785235,10.620123203285422
MRVI,5.74,13797151.596532391,32,32,2020-11-20,60.62,10.560975609756097,5.7412731006160165
MRVL,216.0,4747162718.998755,32,32,2016-01-04,316.43,1.4649537037037037,10.620123203285422
MS,217.55,1010264352.531004,32,32,2016-01-04,228.55,1.0505630889450701,10.620123203285422
MSA,189.38,43517557.66368021,32,32,2016-01-04,203.08,1.0723413243214701,10.620123203285422
MSB,23.19,777416.4089685848,32,32,2016-01-04,41.15,1.774471755066839,10.620123203285422
MSBI,33.14,5350674.64566784,32,32,2016-05-24,36.86,1.112251056125528,10.234086242299794
MSCI,562.77,377614887.13053,32,32,2016-01-04,675.15,1.1996908150754304,10.620123203285422
MSD,7.26,369439.585307565,32,32,2016-01-04,10.26,1.4132231404958677,10.620123203285422
MSEX,58.815,7967685.285954639,32,32,2016-01-04,120.3,2.045396582504463,10.620123203285422
MSFT,481.63,12873731550.566788,32,32,2016-01-04,542.07,1.1254905217698234,10.620123203285422
MSGE,81.9,25933151.546068087,32,32,2020-04-20,117.61,1.4360195360195358,6.327173169062286
MSGS,401.24,71323003.18998873,32,32,2020-04-20,414.12,1.0321004884856944,6.327173169062286
MSI,469.5,354998690.8930832,32,32,2016-01-04,504.6,1.0747603833865815,10.620123203285422
MSM,122.59,82980414.17931917,32,32,2016-01-04,127.28,1.038257606656334,10.620123203285422
MSTB,44.18,231164.928801835,32,32,2020-09-30,44.6161,1.0098709823449525,5.880903490759754
MSTR,92.52,1451299538.280725,32,32,2016-01-04,473.83,5.12137916126243,10.620123203285422
MT,72.0,102679958.99303104,32,32,2016-01-04,75.35,1.0465277777777777,10.620123203285422
MTB,251.5,263967014.44756556,32,32,2016-01-04,254.09,1.0102982107355865,10.620123203285422
MTCH,38.69,104817678.7109133,32,32,2016-01-04,175.53,4.536831222538124,10.620123203285422
MTD,1399.67,205860515.28623375,32,32,2016-01-04,1702.53,1.2163795751855793,10.620123203285422
MTDR,57.24,100608007.280182,32,32,2016-01-04,73.37,1.2817959468902866,10.620123203285422
