symbol,side,entry_time,exit_time,entry_price,exit_price,forward_return,holding_bars,entry_regime,exit_regime,entry_S_UF,exit_S_UF,entry_D,exit_D
COIN,LONG,2022-03-11T05:00:00+00:00,2022-04-29T04:00:00+00:00,160.070000,112.710000,-0.29587056,34,TRANSITIONAL,TRANSITIONAL,0.400000,0.500000,1.000000,-1.000000
COIN,LONG,2022-05-02T04:00:00+00:00,2022-05-05T04:00:00+00:00,121.340000,114.250000,-0.05843086,3,TRANSITIONAL,TRANSITIONAL,0.416667,0.357143,1.000000,-1.000000
COIN,SHORT,2022-05-06T04:00:00+00:00,2022-05-09T04:00:00+00:00,103.740000,83.510000,-0.19500675,1,TRANSITIONAL,TRANSITIONAL,0.357143,0.277778,-1.000000,-1.000000
COIN,SHORT,2022-05-13T04:00:00+00:00,2022-05-16T04:00:00+00:00,67.870000,61.700000,-0.09090909,1,STABLE,STABLE,0.307692,0.269231,-1.000000,1.000000
COO,LONG,2024-08-30T04:00:00+00:00,2025-06-03T04:00:00+00:00,105.730000,66.910000,-0.36716164,188,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
COO,SHORT,2025-06-04T04:00:00+00:00,2025-08-29T04:00:00+00:00,67.420000,67.395000,-0.00037081,60,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
COO,LONG,2025-09-02T04:00:00+00:00,2025-12-12T05:00:00+00:00,65.330000,82.080000,0.25639063,72,TRANSITIONAL,TRANSITIONAL,0.400000,0.400000,1.000000,1.000000
COP,LONG,2022-05-10T04:00:00+00:00,2022-08-12T04:00:00+00:00,98.000000,102.750000,0.04846939,65,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
COP,SHORT,2022-08-15T04:00:00+00:00,2025-02-04T05:00:00+00:00,100.770000,100.580000,-0.00188548,620,TRANSITIONAL,TRANSITIONAL,0.500000,0.833333,-1.000000,0.000000
COP,LONG,2025-02-07T05:00:00+00:00,2025-04-03T04:00:00+00:00,98.360000,95.250000,-0.03161854,38,TRANSITIONAL,TRANSITIONAL,0.666667,0.500000,1.000000,-1.000000
COP,SHORT,2025-04-10T04:00:00+00:00,2025-12-12T05:00:00+00:00,83.290000,95.540000,0.14707648,170,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
COST,LONG,2022-05-19T04:00:00+00:00,2025-12-12T05:00:00+00:00,422.930000,884.470000,1.09129170,895,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
CPAY,LONG,2025-04-10T04:00:00+00:00,2025-12-12T05:00:00+00:00,299.740000,316.090000,0.05454727,170,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
CPB,LONG,2023-06-08T04:00:00+00:00,2025-12-12T05:00:00+00:00,46.770000,28.740000,-0.38550353,631,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
CPRT,LONG,2025-05-27T04:00:00+00:00,2025-12-12T05:00:00+00:00,52.820000,38.670000,-0.26789095,139,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
CRL,LONG,2022-04-27T04:00:00+00:00,2022-11-01T04:00:00+00:00,238.950000,207.290000,-0.13249634,130,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
CRL,SHORT,2022-11-02T04:00:00+00:00,2023-02-23T05:00:00+00:00,215.750000,227.280000,0.05344148,76,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
CRL,LONG,2023-02-24T05:00:00+00:00,2023-08-31T04:00:00+00:00,219.810000,206.820000,-0.05909649,130,TRANSITIONAL,TRANSITIONAL,0.375000,0.625000,1.000000,0.000000
CRL,SHORT,2023-09-01T04:00:00+00:00,2024-02-15T05:00:00+00:00,209.620000,245.400000,0.17068982,114,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
CRL,LONG,2024-02-16T05:00:00+00:00,2024-08-02T04:00:00+00:00,244.960000,233.600000,-0.04637492,115,TRANSITIONAL,TRANSITIONAL,0.400000,0.500000,1.000000,0.000000
CRL,SHORT,2024-08-05T04:00:00+00:00,2024-08-08T04:00:00+00:00,226.400000,201.930000,-0.10808304,3,TRANSITIONAL,TRANSITIONAL,0.300000,0.250000,-1.000000,1.000000
CRL,SHORT,2025-06-12T04:00:00+00:00,2025-06-20T04:00:00+00:00,151.890000,147.450000,-0.02923168,5,TRANSITIONAL,TRANSITIONAL,0.333333,0.208333,-1.000000,-1.000000
CRL,LONG,2025-10-27T04:00:00+00:00,2025-11-03T05:00:00+00:00,195.280000,178.860000,-0.08408439,5,STABLE,STABLE,0.307692,0.192308,1.000000,1.000000
CRM,LONG,2021-12-02T05:00:00+00:00,2023-11-06T05:00:00+00:00,261.200000,207.420000,-0.20589587,484,TRANSITIONAL,TRANSITIONAL,0.750000,0.833333,1.000000,0.000000
CRM,SHORT,2023-11-07T05:00:00+00:00,2024-05-29T04:00:00+00:00,211.840000,271.620000,0.28219411,139,TRANSITIONAL,TRANSITIONAL,0.500000,0.666667,-1.000000,1.000000
CRM,SHORT,2024-05-30T04:00:00+00:00,2024-12-05T05:00:00+00:00,218.010000,361.380000,0.65763038,131,TRANSITIONAL,STABLE,0.300000,0.250000,-1.000000,1.000000
CRWD,LONG,2021-03-10T05:00:00+00:00,2021-03-19T04:00:00+00:00,194.860000,194.630000,-0.00118033,7,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
CRWD,SHORT,2021-03-22T04:00:00+00:00,2021-07-08T04:00:00+00:00,195.730000,263.390000,0.34568027,75,TRANSITIONAL,TRANSITIONAL,0.500000,0.750000,-1.000000,0.000000
CRWD,LONG,2021-07-09T04:00:00+00:00,2021-11-16T05:00:00+00:00,264.440000,262.510000,-0.00729844,91,TRANSITIONAL,TRANSITIONAL,0.625000,0.500000,1.000000,-1.000000
CRWD,SHORT,2021-11-17T05:00:00+00:00,2022-02-25T05:00:00+00:00,269.780000,181.750000,-0.32630291,68,TRANSITIONAL,TRANSITIONAL,0.500000,0.416667,-1.000000,1.000000
CRWD,LONG,2022-02-28T05:00:00+00:00,2022-03-11T05:00:00+00:00,195.210000,190.540000,-0.02392295,9,TRANSITIONAL,TRANSITIONAL,0.416667,0.375000,1.000000,-1.000000
CRWD,SHORT,2022-03-14T04:00:00+00:00,2022-05-10T04:00:00+00:00,183.120000,151.880000,-0.17059851,40,TRANSITIONAL,TRANSITIONAL,0.375000,0.333333,-1.000000,1.000000
CRWD,SHORT,2022-05-11T04:00:00+00:00,2022-05-25T04:00:00+00:00,137.400000,146.640000,0.06724891,10,TRANSITIONAL,STABLE,0.300000,0.307692,-1.000000,1.000000
CRWD,LONG,2022-05-26T04:00:00+00:00,2022-06-08T04:00:00+00:00,155.840000,178.840000,0.14758727,8,STABLE,TRANSITIONAL,0.307692,0.285714,1.000000,-1.000000
CRWD,SHORT,2022-06-15T04:00:00+00:00,2022-09-07T04:00:00+00:00,164.350000,171.960000,0.04630362,57,TRANSITIONAL,TRANSITIONAL,0.300000,0.333333,-1.000000,0.000000
CRWD,SHORT,2023-05-18T04:00:00+00:00,2023-05-24T04:00:00+00:00,141.850000,149.200000,0.05181530,4,TRANSITIONAL,TRANSITIONAL,0.312500,0.250000,-1.000000,-1.000000
CSCO,LONG,2022-05-20T04:00:00+00:00,2025-04-04T04:00:00+00:00,42.940000,54.540000,0.27014439,720,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
CSCO,SHORT,2025-04-07T04:00:00+00:00,2025-04-10T04:00:00+00:00,54.410000,56.590000,0.04006616,3,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
CSCO,LONG,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,57.330000,77.800000,0.35705564,169,TRANSITIONAL,TRANSITIONAL,0.375000,0.375000,1.000000,1.000000
CSGP,LONG,2022-02-24T05:00:00+00:00,2022-02-25T05:00:00+00:00,60.600000,61.700000,0.01815182,1,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
CSGP,SHORT,2022-02-28T05:00:00+00:00,2022-07-28T04:00:00+00:00,61.010000,70.920000,0.16243239,104,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
CSGP,LONG,2022-07-29T04:00:00+00:00,2022-12-14T05:00:00+00:00,72.590000,81.260000,0.11943794,96,TRANSITIONAL,TRANSITIONAL,0.375000,0.625000,1.000000,0.000000
CSGP,SHORT,2022-12-15T05:00:00+00:00,2023-05-22T04:00:00+00:00,77.880000,79.850000,0.02529533,107,TRANSITIONAL,TRANSITIONAL,0.500000,0.625000,-1.000000,0.000000
CSGP,LONG,2023-05-23T04:00:00+00:00,2025-05-01T04:00:00+00:00,78.500000,76.580000,-0.02445860,486,TRANSITIONAL,TRANSITIONAL,0.375000,0.300000,1.000000,-1.000000
CSGP,SHORT,2025-05-02T04:00:00+00:00,2025-12-12T05:00:00+00:00,77.960000,68.230000,-0.12480759,155,TRANSITIONAL,TRANSITIONAL,0.300000,0.300000,-1.000000,-1.000000
CTAS,LONG,2024-12-20T05:00:00+00:00,2025-12-12T05:00:00+00:00,186.940000,187.530000,0.00315609,244,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
CTRA,LONG,2020-12-30T05:00:00+00:00,2021-10-04T04:00:00+00:00,11.570000,22.770000,0.96802074,24,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
CTRA,SHORT,2021-10-05T04:00:00+00:00,2022-03-04T05:00:00+00:00,22.650000,26.110000,0.15275938,104,TRANSITIONAL,TRANSITIONAL,0.500000,0.750000,-1.000000,0.000000
CTRA,LONG,2022-03-08T05:00:00+00:00,2022-03-15T04:00:00+00:00,26.010000,23.430000,-0.09919262,5,TRANSITIONAL,STABLE,0.625000,0.500000,1.000000,-1.000000
CTRA,SHORT,2022-03-16T04:00:00+00:00,2022-05-10T04:00:00+00:00,23.470000,29.620000,0.26203664,38,STABLE,STABLE,0.500000,0.416667,-1.000000,1.000000
CTRA,LONG,2022-05-11T04:00:00+00:00,2022-06-27T04:00:00+00:00,29.580000,27.030000,-0.08620690,31,STABLE,TRANSITIONAL,0.416667,0.500000,1.000000,-1.000000
CTRA,SHORT,2022-06-28T04:00:00+00:00,2022-07-05T04:00:00+00:00,27.690000,25.600000,-0.07547851,4,TRANSITIONAL,TRANSITIONAL,0.500000,0.416667,-1.000000,1.000000
CTRA,LONG,2022-07-06T04:00:00+00:00,2022-11-10T05:00:00+00:00,25.320000,27.530000,0.08728278,90,TRANSITIONAL,STABLE,0.416667,0.357143,1.000000,-1.000000
CTRA,SHORT,2022-11-11T05:00:00+00:00,2023-03-16T04:00:00+00:00,28.450000,23.510000,-0.17363796,84,STABLE,STABLE,0.357143,0.312500,-1.000000,1.000000
CTRA,LONG,2023-03-17T04:00:00+00:00,2023-04-11T04:00:00+00:00,23.190000,25.960000,0.11944804,16,STABLE,STABLE,0.312500,0.375000,1.000000,-1.000000
CTRA,SHORT,2023-04-12T04:00:00+00:00,2023-07-18T04:00:00+00:00,25.760000,26.460000,0.02717391,66,STABLE,STABLE,0.375000,0.312500,-1.000000,1.000000
CTRA,LONG,2023-07-19T04:00:00+00:00,2025-12-12T05:00:00+00:00,26.500000,26.270000,-0.00867925,604,STABLE,STABLE,0.312500,0.312500,1.000000,1.000000
CTSH,LONG,2022-05-05T04:00:00+00:00,2022-05-06T04:00:00+00:00,73.600000,75.520000,0.02608696,1,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
CTSH,SHORT,2022-05-09T04:00:00+00:00,2022-11-04T04:00:00+00:00,76.270000,52.630000,-0.30995149,125,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
CTSH,LONG,2022-11-07T05:00:00+00:00,2023-04-28T04:00:00+00:00,53.750000,59.710000,0.11088372,118,TRANSITIONAL,TRANSITIONAL,0.375000,0.625000,1.000000,0.000000
CTSH,SHORT,2023-05-01T04:00:00+00:00,2023-10-06T04:00:00+00:00,59.840000,67.840000,0.13368984,110,TRANSITIONAL,TRANSITIONAL,0.500000,0.625000,-1.000000,0.000000
CTSH,LONG,2023-10-10T04:00:00+00:00,2025-04-10T04:00:00+00:00,67.860000,69.500000,0.02416740,376,TRANSITIONAL,TRANSITIONAL,0.375000,0.300000,1.000000,-1.000000
CTSH,SHORT,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,70.170000,83.940000,0.19623771,169,TRANSITIONAL,TRANSITIONAL,0.300000,0.300000,-1.000000,-1.000000
CTVA,LONG,2024-02-02T05:00:00+00:00,2025-12-12T05:00:00+00:00,53.040000,66.120000,0.24660633,467,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
CVS,LONG,2022-10-10T04:00:00+00:00,2024-03-05T05:00:00+00:00,88.250000,73.710000,-0.16475921,351,TRANSITIONAL,TRANSITIONAL,0.750000,0.833333,1.000000,0.000000
CVS,SHORT,2024-03-06T05:00:00+00:00,2024-05-02T04:00:00+00:00,74.340000,55.150000,-0.25813828,40,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,1.000000
CVS,LONG,2024-05-03T04:00:00+00:00,2025-04-23T04:00:00+00:00,55.900000,65.570000,0.17298748,242,TRANSITIONAL,TRANSITIONAL,0.500000,0.416667,1.000000,0.000000
CVS,SHORT,2025-07-23T04:00:00+00:00,2025-12-12T05:00:00+00:00,61.850000,79.420000,0.28407437,100,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
CVX,LONG,2025-04-10T04:00:00+00:00,2025-12-12T05:00:00+00:00,134.980000,149.990000,0.11120166,170,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
DAL,LONG,2021-12-02T05:00:00+00:00,2021-12-03T05:00:00+00:00,36.640000,35.980000,-0.01801310,1,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DAL,SHORT,2021-12-06T05:00:00+00:00,2022-03-08T05:00:00+00:00,38.140000,31.220000,-0.18143681,63,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
DAL,LONG,2022-03-09T05:00:00+00:00,2022-05-19T04:00:00+00:00,32.760000,39.240000,0.19780220,50,TRANSITIONAL,TRANSITIONAL,0.375000,0.500000,1.000000,-1.000000
DAL,SHORT,2022-05-20T04:00:00+00:00,2022-12-19T05:00:00+00:00,38.640000,32.920000,-0.14803313,146,TRANSITIONAL,TRANSITIONAL,0.500000,0.625000,-1.000000,0.000000
DAL,LONG,2022-12-20T05:00:00+00:00,2025-01-13T05:00:00+00:00,32.900000,65.100000,0.97872340,516,TRANSITIONAL,TRANSITIONAL,0.375000,0.300000,1.000000,-1.000000
DAL,SHORT,2025-01-14T05:00:00+00:00,2025-04-09T04:00:00+00:00,66.290000,44.270000,-0.33217680,59,TRANSITIONAL,TRANSITIONAL,0.300000,0.214286,-1.000000,-1.000000
DASH,LONG,2021-01-13T05:00:00+00:00,2021-01-19T05:00:00+00:00,198.000000,198.750000,0.00378788,3,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DASH,SHORT,2021-01-20T05:00:00+00:00,2021-02-22T05:00:00+00:00,189.460000,178.070000,-0.06011823,22,TRANSITIONAL,TRANSITIONAL,0.500000,0.416667,-1.000000,1.000000
DASH,SHORT,2021-02-23T05:00:00+00:00,2021-03-09T05:00:00+00:00,173.500000,141.480000,-0.18455331,10,TRANSITIONAL,TRANSITIONAL,0.357143,0.312500,-1.000000,1.000000
DASH,LONG,2021-03-10T05:00:00+00:00,2021-03-15T04:00:00+00:00,135.770000,140.690000,0.03623776,3,TRANSITIONAL,TRANSITIONAL,0.312500,0.375000,1.000000,-1.000000
DASH,SHORT,2021-03-16T04:00:00+00:00,2021-03-19T04:00:00+00:00,133.660000,135.030000,0.01024989,3,TRANSITIONAL,TRANSITIONAL,0.375000,0.312500,-1.000000,1.000000
DASH,LONG,2021-03-22T04:00:00+00:00,2021-05-13T04:00:00+00:00,135.910000,115.490000,-0.15024649,37,TRANSITIONAL,TRANSITIONAL,0.312500,0.277778,1.000000,-1.000000
DASH,LONG,2021-09-28T04:00:00+00:00,2021-12-02T05:00:00+00:00,206.320000,166.120000,-0.19484296,46,TRANSITIONAL,TRANSITIONAL,0.409091,0.333333,1.000000,-1.000000
DASH,SHORT,2021-12-03T05:00:00+00:00,2021-12-17T05:00:00+00:00,157.710000,148.810000,-0.05643269,10,TRANSITIONAL,STABLE,0.333333,0.307692,-1.000000,1.000000
DASH,LONG,2021-12-20T05:00:00+00:00,2021-12-31T05:00:00+00:00,148.070000,148.900000,0.00560546,8,STABLE,STABLE,0.307692,0.384615,1.000000,0.000000
DASH,SHORT,2022-01-03T05:00:00+00:00,2022-01-28T05:00:00+00:00,145.340000,103.670000,-0.28670703,18,STABLE,STABLE,0.346154,0.384615,-1.000000,0.000000
DASH,SHORT,2022-01-31T05:00:00+00:00,2022-02-01T05:00:00+00:00,113.490000,114.620000,0.00995682,1,STABLE,STABLE,0.346154,0.307692,-1.000000,1.000000
DASH,LONG,2022-02-02T05:00:00+00:00,2022-02-03T05:00:00+00:00,104.170000,92.290000,-0.11404435,1,STABLE,TRANSITIONAL,0.307692,0.346154,1.000000,-1.000000
DASH,LONG,2022-02-04T05:00:00+00:00,2022-02-15T05:00:00+00:00,98.490000,101.810000,0.03370901,7,TRANSITIONAL,TRANSITIONAL,0.321429,0.300000,1.000000,-1.000000
DASH,SHORT,2022-02-16T05:00:00+00:00,2022-02-17T05:00:00+00:00,94.890000,105.030000,0.10686058,1,TRANSITIONAL,TRANSITIONAL,0.300000,0.343750,-1.000000,1.000000
DASH,SHORT,2022-02-23T05:00:00+00:00,2022-02-25T05:00:00+00:00,90.550000,100.340000,0.10811706,2,TRANSITIONAL,TRANSITIONAL,0.352941,0.277778,-1.000000,-1.000000
DAY,LONG,2024-08-01T04:00:00+00:00,2025-04-10T04:00:00+00:00,56.560000,54.120000,-0.04314003,173,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DAY,SHORT,2025-04-11T04:00:00+00:00,2025-05-08T04:00:00+00:00,55.090000,58.330000,0.05881285,18,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
DAY,LONG,2025-05-09T04:00:00+00:00,2025-06-23T04:00:00+00:00,56.710000,57.160000,0.00793511,29,TRANSITIONAL,TRANSITIONAL,0.400000,0.500000,1.000000,-1.000000
DAY,SHORT,2025-06-24T04:00:00+00:00,2025-12-12T05:00:00+00:00,57.750000,69.260000,0.19930736,120,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
DD,LONG,2021-02-02T05:00:00+00:00,2024-01-25T05:00:00+00:00,31.987400,26.824300,-0.16141043,749,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DD,SHORT,2024-01-26T05:00:00+00:00,2025-04-07T04:00:00+00:00,27.058600,24.175700,-0.10654284,299,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
DD,LONG,2025-04-08T04:00:00+00:00,2025-04-10T04:00:00+00:00,23.066900,24.125500,0.04589260,2,TRANSITIONAL,TRANSITIONAL,0.375000,0.333333,1.000000,-1.000000
DD,SHORT,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,24.640200,40.930000,0.66110665,169,TRANSITIONAL,TRANSITIONAL,0.333333,0.333333,-1.000000,-1.000000
DDOG,LONG,2021-05-07T04:00:00+00:00,2021-10-29T04:00:00+00:00,77.290000,167.050000,1.16134041,122,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DDOG,SHORT,2021-11-01T04:00:00+00:00,2021-12-15T05:00:00+00:00,165.200000,171.020000,0.03523002,31,TRANSITIONAL,STABLE,0.500000,0.625000,-1.000000,1.000000
DDOG,LONG,2021-12-16T05:00:00+00:00,2022-01-26T05:00:00+00:00,164.050000,128.040000,-0.21950625,27,STABLE,TRANSITIONAL,0.625000,0.333333,1.000000,-1.000000
DDOG,SHORT,2022-01-27T05:00:00+00:00,2022-02-11T05:00:00+00:00,128.150000,167.400000,0.30628170,11,TRANSITIONAL,TRANSITIONAL,0.333333,0.285714,-1.000000,1.000000
DDOG,SHORT,2022-02-24T05:00:00+00:00,2022-03-10T05:00:00+00:00,159.860000,140.160000,-0.12323283,10,TRANSITIONAL,TRANSITIONAL,0.357143,0.312500,-1.000000,1.000000
DDOG,LONG,2022-03-11T05:00:00+00:00,2022-04-04T04:00:00+00:00,127.020000,156.560000,0.23256180,16,TRANSITIONAL,TRANSITIONAL,0.312500,0.375000,1.000000,-1.000000
DDOG,SHORT,2022-04-05T04:00:00+00:00,2022-05-10T04:00:00+00:00,146.900000,98.310000,-0.33076923,24,TRANSITIONAL,TRANSITIONAL,0.375000,0.333333,-1.000000,1.000000
DDOG,LONG,2022-05-11T04:00:00+00:00,2022-05-17T04:00:00+00:00,97.870000,95.050000,-0.02881373,4,TRANSITIONAL,TRANSITIONAL,0.333333,0.318182,1.000000,-1.000000
DDOG,SHORT,2022-05-18T04:00:00+00:00,2022-05-19T04:00:00+00:00,88.070000,96.525000,0.09600318,1,TRANSITIONAL,TRANSITIONAL,0.318182,0.291667,-1.000000,1.000000
DE,LONG,2022-05-23T04:00:00+00:00,2025-08-25T04:00:00+00:00,335.360000,487.900000,0.45485448,816,TRANSITIONAL,TRANSITIONAL,0.750000,0.833333,1.000000,0.000000
DE,SHORT,2025-08-28T04:00:00+00:00,2025-12-12T05:00:00+00:00,491.440000,484.800000,-0.01351131,74,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
DECK,LONG,2021-01-28T05:00:00+00:00,2021-10-12T04:00:00+00:00,48.441700,56.488300,0.16610895,178,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DECK,SHORT,2021-10-13T04:00:00+00:00,2022-05-23T04:00:00+00:00,57.895000,41.355000,-0.28568961,153,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
DECK,LONG,2022-05-24T04:00:00+00:00,2022-07-25T04:00:00+00:00,40.153300,48.525000,0.20849345,41,TRANSITIONAL,TRANSITIONAL,0.375000,0.500000,1.000000,-1.000000
DECK,SHORT,2022-07-26T04:00:00+00:00,2023-01-10T05:00:00+00:00,45.996700,67.666700,0.47112075,116,TRANSITIONAL,TRANSITIONAL,0.500000,0.625000,-1.000000,0.000000
DECK,LONG,2023-01-11T05:00:00+00:00,2023-10-27T04:00:00+00:00,68.410000,96.061700,0.40420553,200,TRANSITIONAL,TRANSITIONAL,0.375000,0.400000,1.000000,-1.000000
DECK,SHORT,2023-10-30T04:00:00+00:00,2024-02-05T05:00:00+00:00,97.426700,141.901700,0.45649704,66,TRANSITIONAL,TRANSITIONAL,0.333333,0.285714,-1.000000,1.000000
DECK,LONG,2024-05-28T04:00:00+00:00,2024-09-17T04:00:00+00:00,179.856700,155.100000,-0.13764680,77,TRANSITIONAL,TRANSITIONAL,0.312500,0.375000,1.000000,0.000000
DECK,SHORT,2024-12-23T05:00:00+00:00,2025-04-03T04:00:00+00:00,207.650000,100.880000,-0.51418252,68,TRANSITIONAL,TRANSITIONAL,0.375000,0.272727,-1.000000,1.000000
DELL,LONG,2022-05-31T04:00:00+00:00,2022-08-29T04:00:00+00:00,49.940000,40.590000,-0.18722467,62,TRANSITIONAL,TRANSITIONAL,0.750000,0.500000,1.000000,-1.000000
DELL,SHORT,2022-08-30T04:00:00+00:00,2023-09-05T04:00:00+00:00,39.690000,68.100000,0.71579743,254,TRANSITIONAL,TRANSITIONAL,0.500000,0.300000,-1.000000,1.000000
DELL,LONG,2023-09-06T04:00:00+00:00,2023-09-25T04:00:00+00:00,70.470000,70.030000,-0.00624379,13,TRANSITIONAL,TRANSITIONAL,0.300000,0.500000,1.000000,0.000000
DELL,SHORT,2023-09-26T04:00:00+00:00,2024-03-01T05:00:00+00:00,68.930000,124.590000,0.80748586,108,TRANSITIONAL,TRANSITIONAL,0.400000,0.285714,-1.000000,-1.000000
DELL,LONG,2024-05-30T04:00:00+00:00,2024-05-31T04:00:00+00:00,169.920000,139.560000,-0.17867232,1,STABLE,TRANSITIONAL,0.388889,0.272727,1.000000,-1.000000
DELL,LONG,2024-11-29T05:00:00+00:00,2024-12-06T05:00:00+00:00,127.590000,123.400000,-0.03283956,5,STABLE,STABLE,0.346154,0.269231,1.000000,1.000000
DELL,SHORT,2025-03-05T05:00:00+00:00,2025-04-03T04:00:00+00:00,97.250000,77.230000,-0.20586118,21,STABLE,TRANSITIONAL,0.307692,0.200000,-1.000000,-1.000000
DG,LONG,2022-05-19T04:00:00+00:00,2022-05-31T04:00:00+00:00,201.330000,220.340000,0.09442209,7,TRANSITIONAL,TRANSITIONAL,0.750000,0.666667,1.000000,-1.000000
DG,SHORT,2022-06-01T04:00:00+00:00,2024-05-31T04:00:00+00:00,218.820000,136.910000,-0.37432593,502,TRANSITIONAL,STABLE,0.666667,0.333333,-1.000000,1.000000
DG,LONG,2024-06-03T04:00:00+00:00,2024-08-29T04:00:00+00:00,139.560000,84.030000,-0.39789338,61,STABLE,TRANSITIONAL,0.333333,0.312500,1.000000,-1.000000
DG,SHORT,2024-08-30T04:00:00+00:00,2025-06-04T04:00:00+00:00,82.970000,111.770000,0.34711341,189,TRANSITIONAL,STABLE,0.312500,0.277778,-1.000000,1.000000
DG,SHORT,2025-11-19T05:00:00+00:00,2025-12-05T05:00:00+00:00,99.650000,132.370000,0.32834922,11,STABLE,STABLE,0.333333,0.300000,-1.000000,1.000000
DG,LONG,2025-12-08T05:00:00+00:00,2025-12-12T05:00:00+00:00,124.270000,133.210000,0.07194013,4,STABLE,STABLE,0.300000,0.300000,1.000000,1.000000
DHI,LONG,2022-11-11T05:00:00+00:00,2025-12-12T05:00:00+00:00,84.920000,156.450000,0.84232219,773,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,1.000000
DHR,LONG,2023-10-03T04:00:00+00:00,2025-07-01T04:00:00+00:00,215.700000,201.100000,-0.06768660,436,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,0.000000
DHR,SHORT,2025-07-02T04:00:00+00:00,2025-12-12T05:00:00+00:00,202.500000,226.330000,0.11767901,114,TRANSITIONAL,TRANSITIONAL,0.500000,0.500000,-1.000000,-1.000000
DIS,LONG,2022-11-10T05:00:00+00:00,2024-08-07T04:00:00+00:00,90.460000,85.960000,-0.04974574,435,TRANSITIONAL,TRANSITIONAL,0.750000,0.750000,1.000000,0.000000
DIS,SHORT,2024-08-08T04:00:00+00:00,2025-04-10T04:00:00+00:00,85.960000,85.230000,-0.00849232,168,TRANSITIONAL,TRANSITIONAL,0.500000,0.400000,-1.000000,1.000000
DIS,LONG,2025-04-11T04:00:00+00:00,2025-12-12T05:00:00+00:00,84.890000,111.600000,0.31464248,169,TRANSITIONAL,TRANSITIONAL,0.400000,0.400000,1.000000,1.000000
DLTR,LONG,2021-08-27T04:00:00+00:00,2021-10-25T04:00:00+00:00,90.890000,105.020000,0.15546265,40,TRANSITIONAL,TRANSITIONAL,0.750000,0.833333,1.000000,0.000000
DLTR,SHORT,2021-10-26T04:00:00+00:00,2021-11-16T05:00:00+00:00,104.960000,132.590000,0.26324314,15,TRANSITIONAL,TRANSITIONAL,0.500000,0.375000,-1.000000,1.000000
