Date,Open,High,Low,Close,Adj Close,Volume
2024-04-09,113.94,115.81,113.58,113.77,113.77,9706865
2024-04-10,112.01,113.29,111.53,112.82,112.82,11431568
2024-04-11,113.40,113.54,112.62,112.87,112.87,7096907
2024-04-12,114.53,115.32,114.22,114.79,114.79,11063121
2024-04-15,115.03,115.97,113.97,114.39,114.39,8867972
2024-04-16,114.27,114.55,112.78,113.27,113.27,10718781
2024-04-17,112.23,113.62,111.35,112.17,112.17,7392684
2024-04-18,114.22,114.96,113.40,113.59,113.59,6958976
2024-04-19,110.66,112.28,110.45,111.75,111.75,6238615
2024-04-22,111.33,112.52,110.76,111.69,111.69,8434064
2024-04-23,112.60,113.88,110.91,112.27,112.27,7286257
2024-04-24,113.38,113.47,113.14,113.40,113.40,7501356
2024-04-25,111.68,112.25,110.98,111.40,111.40,8019015
2024-04-26,110.24,110.83,109.71,110.28,110.28,8803010
2024-04-29,111.84,112.90,111.46,112.10,112.10,6180328
2024-04-30,113.73,115.08,113.61,113.75,113.75,7312561
2024-05-01,113.41,113.77,112.30,113.66,113.66,9190937
2024-05-02,113.81,114.11,113.46,113.89,113.89,6700027
2024-05-03,110.86,111.00,110.83,110.93,110.93,9450258
2024-05-06,112.76,113.16,112.10,112.36,112.36,6990720
2024-05-07,112.54,113.12,111.71,112.69,112.69,6030623
2024-05-08,112.65,112.69,112.37,112.45,112.45,7945342
2024-05-09,113.36,113.39,112.47,112.54,112.54,7988981
2024-05-10,111.42,111.67,110.67,111.45,111.45,11883701
2024-05-13,110.98,111.72,109.91,111.34,111.34,8248454
2024-05-14,111.53,112.58,110.52,111.08,111.08,5630310
2024-05-15,112.85,113.17,111.29,112.84,112.84,6074733
2024-05-16,113.46,113.48,112.69,112.74,112.74,7433035
2024-05-17,113.70,113.82,113.65,113.80,113.80,5651358
2024-05-20,112.98,113.69,112.60,113.61,113.61,5139310
2024-05-21,112.34,112.37,111.93,112.23,112.23,6886958
2024-05-22,112.54,112.59,111.41,112.32,112.32,11175319
2024-05-23,113.24,113.83,111.66,112.98,112.98,6768851
2024-05-24,114.10,114.44,113.86,114.42,114.42,10420712
2024-05-27,114.83,115.09,114.17,114.77,114.77,7678068
2024-05-28,116.95,117.19,116.21,116.86,116.86,11484182
2024-05-29,117.72,118.98,116.68,117.33,117.33,8525338
2024-05-30,119.12,119.53,118.75,119.20,119.20,7452085
2024-05-31,119.79,121.86,118.49,119.91,119.91,8239880
2024-06-03,117.68,118.62,116.62,118.28,118.28,5913185
2024-06-04,117.71,118.14,117.05,117.52,117.52,11011113
2024-06-05,117.74,119.37,117.17,117.91,117.91,9755630
2024-06-06,116.79,117.94,116.06,117.54,117.54,11485189
2024-06-07,118.41,118.47,117.19,118.11,118.11,3004419
2024-06-10,118.78,119.12,117.58,118.12,118.12,5610417
2024-06-11,117.43,118.14,116.94,117.13,117.13,8876246
2024-06-12,116.18,116.79,115.92,116.22,116.22,6176002
2024-06-13,115.87,116.04,115.47,116.01,116.01,9989854
2024-06-14,116.65,117.43,116.00,116.93,116.93,7011818
2024-06-17,116.86,117.44,116.37,116.40,116.40,6555726
2024-06-18,114.71,115.68,114.30,114.35,114.35,3966840
2024-06-19,113.66,114.13,112.91,112.98,112.98,6900891
2024-06-20,113.79,114.24,112.62,112.94,112.94,10101630
2024-06-21,110.97,111.14,110.52,110.60,110.60,9761164
2024-06-24,107.61,108.89,107.09,108.63,108.63,9293389
2024-06-25,109.54,109.79,108.39,109.18,109.18,8906782
2024-06-26,109.78,109.89,109.04,109.33,109.33,9490782
2024-06-27,110.29,110.67,109.94,110.47,110.47,5586988
2024-06-28,109.44,109.81,108.87,108.93,108.93,7415099
2024-07-01,106.79,107.89,106.11,107.19,107.19,4428929
2024-07-02,109.62,110.08,108.87,109.52,109.52,7565367
2024-07-03,110.32,111.35,110.23,110.69,110.69,6161836
2024-07-04,111.15,112.03,110.74,111.11,111.11,8941135
2024-07-05,111.07,111.60,110.83,110.97,110.97,4819843
2024-07-08,110.19,111.49,110.01,110.09,110.09,8842254
2024-07-09,108.99,109.64,108.49,109.15,109.15,9088772
2024-07-10,108.10,108.17,107.33,108.02,108.02,7225460
2024-07-11,106.97,108.35,106.70,108.07,108.07,9235474
2024-07-12,109.31,109.47,108.88,109.34,109.34,6577134
2024-07-15,110.15,110.41,109.94,110.09,110.09,8942962
2024-07-16,111.52,111.76,110.95,111.15,111.15,9173125
2024-07-17,110.46,110.80,109.73,110.43,110.43,6267897
2024-07-18,111.27,111.83,110.93,111.09,111.09,4126983
2024-07-19,111.54,112.11,111.23,111.90,111.90,9316974
2024-07-22,110.63,110.83,109.96,110.71,110.71,8763283
2024-07-23,110.07,110.22,109.43,110.21,110.21,8355600
2024-07-24,109.44,110.02,108.92,109.34,109.34,5448701
2024-07-25,110.79,110.80,110.48,110.58,110.58,8641619
2024-07-26,111.54,112.87,111.35,111.59,111.59,8795112
2024-07-29,112.36,112.70,111.46,112.29,112.29,5450521
2024-07-30,112.30,113.29,111.83,112.11,112.11,7508626
2024-07-31,112.20,112.71,111.68,112.42,112.42,10392562
2024-08-01,111.50,111.68,111.32,111.35,111.35,6234976
2024-08-02,113.12,113.27,112.36,113.26,113.26,10213414
2024-08-05,112.47,113.28,112.09,113.04,113.04,6530857
2024-08-06,111.82,112.76,111.26,112.32,112.32,10076018
2024-08-07,112.08,112.20,111.88,111.99,111.99,7836353
2024-08-08,111.46,112.24,111.30,111.93,111.93,10913055
2024-08-09,112.59,114.37,112.33,113.03,113.03,8204106
2024-08-12,114.64,114.76,114.02,114.45,114.45,8118163
2024-08-13,115.08,116.38,114.75,115.23,115.23,6955899
2024-08-14,115.98,116.32,115.76,116.09,116.09,7625151
2024-08-15,115.61,116.33,114.88,115.56,115.56,9157932
2024-08-16,117.34,117.89,116.80,116.84,116.84,8279092
2024-08-19,118.38,118.46,118.01,118.41,118.41,9532554
2024-08-20,118.61,119.20,118.15,119.06,119.06,6990458
2024-08-21,117.02,117.83,116.54,117.45,117.45,7567710
2024-08-22,118.63,118.87,117.78,117.86,117.86,7093927
2024-08-23,118.67,119.39,118.44,119.06,119.06,7931364
2024-08-26,120.31,121.35,119.62,120.33,120.33,7067617
2024-08-27,120.40,121.02,119.57,120.29,120.29,10032317
2024-08-28,120.34,121.57,120.26,120.71,120.71,7055683
2024-08-29,121.94,122.18,121.10,121.43,121.43,6370694
2024-08-30,120.93,121.58,119.39,120.88,120.88,6958414
2024-09-02,119.92,120.36,119.85,119.95,119.95,4489446
2024-09-03,119.94,120.44,119.57,120.11,120.11,5113941
2024-09-04,119.65,120.97,119.26,119.98,119.98,9632303
2024-09-05,120.55,121.54,120.28,120.90,120.90,6545752
2024-09-06,119.77,120.75,119.11,120.28,120.28,10214362
2024-09-09,117.16,118.90,116.68,118.45,118.45,9044180
2024-09-10,118.40,118.90,117.79,118.66,118.66,6432765
2024-09-11,116.93,117.13,116.10,116.72,116.72,7676214
2024-09-12,114.52,115.00,114.00,114.62,114.62,6787912
2024-09-13,112.89,113.15,112.77,113.05,113.05,10145791
2024-09-16,112.07,112.63,112.04,112.43,112.43,9452944
2024-09-17,113.99,114.89,113.40,113.46,113.46,7929764
2024-09-18,113.90,114.17,113.86,114.02,114.02,8994740
2024-09-19,114.00,114.60,113.95,114.46,114.46,7810585
2024-09-20,113.82,114.08,113.06,113.51,113.51,9268692
2024-09-23,114.31,114.82,113.23,114.74,114.74,9420134
2024-09-24,113.32,114.38,112.95,113.58,113.58,8413239
2024-09-25,112.09,113.43,111.72,112.73,112.73,8375096
2024-09-26,111.83,112.30,111.44,112.00,112.00,8866689
2024-09-27,113.12,113.89,111.78,112.43,112.43,3582051
2024-09-30,110.85,111.25,110.80,111.16,111.16,8666337
2024-10-01,108.50,109.46,108.28,109.18,109.18,11391887
2024-10-02,108.51,108.91,108.06,108.45,108.45,4941194
2024-10-03,108.37,109.21,107.77,108.47,108.47,8393381
2024-10-04,108.93,109.43,107.90,108.38,108.38,11327393
2024-10-07,109.70,110.47,109.37,109.79,109.79,5844079
2024-10-08,109.45,109.72,109.23,109.49,109.49,6103547
2024-10-09,109.60,110.35,109.30,109.33,109.33,8302081
2024-10-10,109.95,110.01,108.93,109.32,109.32,9263814
2024-10-11,108.68,109.08,108.24,108.43,108.43,8861671
2024-10-14,108.58,109.70,108.49,108.82,108.82,6824380
2024-10-15,108.13,108.86,108.02,108.46,108.46,7301245
2024-10-16,107.79,107.89,107.20,107.50,107.50,7723393
2024-10-17,107.41,108.09,106.95,107.14,107.14,6057021
2024-10-18,106.94,107.57,106.49,107.24,107.24,5386471
2024-10-21,107.92,109.12,107.51,107.81,107.81,10043713
2024-10-22,110.50,110.63,110.40,110.52,110.52,3934780
2024-10-23,109.76,110.31,109.73,110.16,110.16,6941191
2024-10-24,113.24,113.88,112.69,112.72,112.72,7872478
2024-10-25,112.28,112.47,111.48,111.88,111.88,7481782
2024-10-28,111.65,112.20,110.09,110.97,110.97,8719610
2024-10-29,111.09,111.61,110.53,111.12,111.12,4549102
2024-10-30,111.30,111.99,110.79,110.79,110.79,9274360
2024-10-31,113.08,113.55,112.04,112.66,112.66,5288583
2024-11-01,112.51,113.22,111.99,112.61,112.61,6130839
2024-11-04,112.34,113.63,112.31,112.51,112.51,7234663
2024-11-05,112.85,113.59,112.38,113.09,113.09,7929826
2024-11-06,111.20,111.65,110.61,111.13,111.13,7572163
2024-11-07,110.13,110.80,109.49,110.37,110.37,5623470
2024-11-08,110.04,110.43,109.87,110.41,110.41,9764322
2024-11-11,111.36,112.00,111.24,111.68,111.68,9303351
2024-11-12,111.77,111.87,111.68,111.70,111.70,7882060
2024-11-13,111.81,112.74,110.70,111.37,111.37,9963246
2024-11-14,112.48,112.56,112.12,112.21,112.21,7812196
2024-11-15,113.53,113.99,113.41,113.48,113.48,9657445
2024-11-18,112.30,112.89,112.13,112.34,112.34,8910278
2024-11-19,113.21,113.50,112.89,113.21,113.21,10545258
2024-11-20,112.89,112.92,112.42,112.70,112.70,8215976
2024-11-21,114.39,114.53,113.37,113.75,113.75,6142208
2024-11-22,113.28,113.57,113.21,113.28,113.28,4754086
2024-11-25,111.64,111.94,111.27,111.94,111.94,9777075
2024-11-26,111.65,112.23,109.89,110.61,110.61,5520498
2024-11-27,116.55,117.42,115.98,116.53,116.53,6441998
2024-11-28,117.25,117.33,116.91,116.99,116.99,8106163
2024-11-29,118.52,118.61,118.15,118.19,118.19,11783712
2024-12-02,117.13,117.21,116.64,117.00,117.00,6432044
2024-12-03,117.51,118.38,117.43,117.56,117.56,6472026
2024-12-04,118.64,120.29,117.78,118.30,118.30,9177016
2024-12-05,119.14,119.19,118.81,119.10,119.10,7216441
2024-12-06,119.44,120.94,119.11,119.82,119.82,3217914
2024-12-09,119.26,119.38,118.75,118.82,118.82,12100420
2024-12-10,119.96,120.68,118.72,119.19,119.19,8794261
2024-12-11,118.20,118.50,117.16,118.20,118.20,10396937
2024-12-12,116.70,116.96,116.46,116.91,116.91,8750946
2024-12-13,117.37,117.73,116.68,116.81,116.81,5507891
2024-12-16,115.95,116.71,114.87,115.34,115.34,9322703
2024-12-17,114.90,114.99,114.43,114.91,114.91,8263184
2024-12-18,116.10,116.69,115.81,116.53,116.53,8638589
2024-12-19,116.36,116.91,116.11,116.17,116.17,7034627
2024-12-20,116.52,116.65,115.96,116.57,116.57,6118419
2024-12-23,117.08,117.90,115.95,117.77,117.77,9152745
2024-12-24,121.49,121.58,121.34,121.35,121.35,7683330
2024-12-25,119.93,120.55,119.50,120.29,120.29,8372753
2024-12-26,119.98,120.41,119.57,119.71,119.71,6730323
2024-12-27,119.66,120.18,118.42,119.57,119.57,8031620
2024-12-30,120.66,121.00,120.10,120.68,120.68,7072153
2024-12-31,120.30,120.72,119.98,120.34,120.34,6647622
2025-01-01,123.25,123.60,120.29,121.95,121.95,9859515
2025-01-02,123.58,123.81,123.04,123.12,123.12,6546698
2025-01-03,119.15,119.87,117.85,118.89,118.89,7574424
2025-01-06,121.24,121.61,119.71,120.51,120.51,4661437
2025-01-07,121.26,121.68,121.15,121.63,121.63,5630245
2025-01-08,121.01,121.14,120.09,120.95,120.95,11377757
2025-01-09,122.86,122.89,122.37,122.57,122.57,9794761
2025-01-10,124.43,124.54,124.14,124.24,124.24,10828231
2025-01-13,124.38,125.15,123.37,124.27,124.27,5680011
2025-01-14,125.00,126.29,124.26,124.81,124.81,8783597
2025-01-15,127.06,127.52,126.68,127.07,127.07,3694443
